root,prefixes
мормыш_NOUN,[]
миног_NOUN,[]
конфирм_INFN,[]
гуляш_NOUN,[]
ниппель_ADJF,[]
кортик_ADJF,['суб']
мензул_NOUN,[]
бурк_INFN,[]
атав_NOUN,[]
копен_ADJF,[]
ожерель_NOUN,[]
шаровар_NOUN,[]
одес_ADJF,[]
филь_INFN,[]
каляка_INFN,['за']
урк_NOUN,[]
стате_NOUN,[]
цап_PRTF,"['за', 'с']"
фигляр_INFN,[]
кержац_ADJF,[]
цевк_NOUN,[]
нянь_NOUN,[]
стамеск_NOUN,[]
креса_NOUN,[]
искариот_NOUN,[]
верфь_NOUN,[]
хамит_ADJF,[]
готик_NOUN,[]
кагал_NOUN,[]
лебедь_NOUN,[]
марокен_NOUN,[]
катет_NOUN,[]
бактер_INFN,[]
этап_NOUN,[]
очь_NOUN,[]
обрат_NOUN,[]
штукарь_NOUN,[]
сын_PRTF,"['па', 'у']"
утор_PRTF,[]
револьвер_NOUN,[]
внедр_PRTF,[]
естеств_ADVB,[]
скор_COMP,['по']
выхухоль_NOUN,[]
злач_ADJF,[]
вокатив_NOUN,[]
клавир_NOUN,[]
акробат_ADJF,[]
кельт_NOUN,[]
пилон_NOUN,[]
голод_INFN,"['о', 'из', 'на', 'за', 'по', 'про']"
дидакт_ADJF,[]
кубышеч_NOUN,[]
трест_ADJF,[]
дефицит_NOUN,[]
регресс_NOUN,[]
сентименталь_NOUN,[]
цезур_NOUN,[]
выш_ADVB,['пре']
далли_NOUN,[]
дивертисмент_ADJF,[]
шинель_ADJF,[]
стигм_ADJF,['а']
боготвор_PRTF,['о']
маршрут_ADJF,[]
ретир_NOUN,[]
гнуша_INFN,[]
тембр_ADJF,[]
предрассудок_NOUN,[]
миньон_NOUN,[]
жг_NOUN,[]
аффект_PRTF,[]
бугр_ADJF,[]
жг_ADJF,[]
арч_NOUN,[]
сверл_VERB,[]
подстрек_INFN,[]
егоз_ADJF,[]
ор_INFN,"['на', 'за', 'по', 'про', 'раз']"
досуж_ADJF,[]
обезьян_INFN,['с']
сервир_INFN,[]
перепонк_NOUN,[]
пыжик_ADJF,[]
сквер_NOUN,[]
галимать_NOUN,[]
дербенник_ADJF,[]
гренадер_NOUN,[]
щебень_NOUN,[]
щер_NOUN,['о']
конфет_ADJF,[]
мат_ADVB,['по']
черч_ADJF,[]
локомотив_ADJF,[]
козюль_NOUN,[]
подбород_NOUN,[]
баноч_NOUN,[]
есаул_NOUN,['подъ']
площадк_NOUN,[]
партизан_INFN,[]
арабесоч_ADJF,[]
латентн_ADJF,[]
реслинг_NOUN,[]
кронштейн_NOUN,[]
фамиль_ADVB,['по']
водевил_NOUN,[]
полчок_NOUN,[]
жуир_INFN,['по']
амулет_NOUN,[]
странич_NOUN,[]
имуществ_NOUN,[]
рраг_NOUN,[]
перв_INFN,[]
поэт_PRTF,['о']
опеч_ADJF,['под']
ареаль_ADJF,[]
мол_ADVB,['в']
пря_NOUN,[]
колымаж_NOUN,[]
возврат_ADJF,"['не', 'со']"
тракт_NOUN,[]
лык_NOUN,[]
отсек_NOUN,[]
перек_PREP,['на']
ралл_NOUN,[]
урарт_NOUN,[]
эрод_PRTF,[]
буквар_ADJF,['без']
пропедевтик_NOUN,[]
распростран_INFN,[]
ком_NPRO,[]
брыс_ADJF,[]
скарлатин_NOUN,[]
ум_PRCL,[]
каракалпач_NOUN,[]
тюз_NOUN,[]
патримони_ADJF,[]
абрикос_ADJF,[]
луж_ADJF,[]
демос_NOUN,[]
подпад_INFN,[]
дуал_NOUN,[]
сосн_ADJF,[]
фурор_NOUN,[]
шпрот_NOUN,[]
менинг_NOUN,[]
крепощ_NOUN,"['за', 'рас']"
опер_INFN,[]
обет_ADJF,[]
фактори_NOUN,[]
начерт_ADJF,[]
хохо_NOUN,[]
чуеч_NOUN,[]
идол_NOUN,[]
чечет_NOUN,[]
плюрал_ADJF,[]
составл_NOUN,[]
сорбци_NOUN,[]
робот_INFN,[]
фабиан_ADJF,[]
бристоль_NOUN,[]
оле_ADJF,[]
суслон_NOUN,[]
гейш_NOUN,[]
пойнтер_NOUN,[]
старост_NOUN,[]
суспенз_ADJF,[]
слей_NOUN,[]
сэр_NOUN,[]
оста_INFN,[]
фрапп_INFN,[]
балласт_PRTF,['за']
модел_PRTF,[]
муар_NOUN,[]
сенегал_NOUN,[]
фланец_NOUN,[]
вотчин_NOUN,[]
кориц_NOUN,[]
гильз_NOUN,[]
лепешеч_NOUN,[]
угомон_ADJF,"['без', 'не']"
ультимат_NOUN,[]
пендель_NOUN,[]
аргумент_NOUN,[]
темп_NOUN,[]
баклажан_ADJF,[]
кордит_NOUN,[]
ласк_ADJF,['не']
шпатель_NOUN,[]
пижам_NOUN,[]
конфедер_ADJF,[]
переч_ADJF,[]
каолин_ADJF,[]
снедь_NOUN,[]
маш_NOUN,"['за', 'раз']"
флекс_ADJF,[]
козюл_NOUN,[]
баль_ADJF,[]
любл_ADJF,['в']
силос_INFN,['за']
фриш_ADJF,[]
сторн_NOUN,[]
кисель_NOUN,[]
заключ_PRTF,['пере']
смокв_NOUN,[]
парафраз_PRTF,[]
квас_ADJF,[]
плинтус_NOUN,[]
обещ_NOUN,[]
радуш_NOUN,[]
вертопрах_NOUN,[]
баск_ADJF,[]
трун_NOUN,['под']
керамз_ADJF,[]
минотавр_NOUN,[]
типикон_NOUN,[]
понт_NOUN,[]
цид_ADJF,[]
вестибюль_NOUN,[]
суверенн_ADJF,[]
изым_INFN,[]
жолнер_NOUN,[]
слаб_COMP,[]
корруп_NOUN,[]
лезгин_ADJF,[]
трупп_ADJF,[]
ватерпас_ADJF,[]
вят_ADJF,[]
неукоснительн_ADJF,[]
мадаполам_ADJF,[]
князь_NOUN,[]
кетмень_NOUN,[]
фанз_ADJF,[]
дефект_ADJF,['без']
таз_ADJF,[]
скуфей_NOUN,[]
дан_NOUN,"['за', 'из', 'от', 'пре']"
пирож_NOUN,[]
кист_ADJF,[]
октав_NOUN,['контр']
этрус_ADJF,[]
сесси_NOUN,[]
якша_INFN,[]
климакт_ADJF,[]
слух_ADJF,[]
наг_NOUN,[]
посред_PRTF,['о']
мандраж_NOUN,[]
фордзон_NOUN,[]
спардеч_ADJF,[]
будд_ADJF,[]
зонг_NOUN,[]
тро_PRTF,"['с', 'у']"
оста_ADJF,[]
узбек_NOUN,[]
голавль_NOUN,[]
вихл_INFN,['за']
рекурс_ADJF,[]
берм_NOUN,[]
хищ_INFN,"['вос', 'по', 'рас']"
агрегат_ADJF,[]
линей_NOUN,[]
чухон_ADJF,[]
ковар_ADJF,[]
якор_NOUN,[]
балова_ADJF,"['не', 'из']"
назнач_NOUN,['пред']
штопор_NOUN,[]
полюс_VERB,[]
втор_ADJF,['по']
понедельник_NOUN,[]
вежлив_ADJF,['по']
псориаз_NOUN,[]
фуражк_NOUN,[]
воп_PRTF,[]
кенаф_NOUN,[]
транскриб_PRTF,[]
рыцар_INFN,[]
фантаз_NOUN,[]
лаби_NOUN,[]
раж_INFN,"['о', 'воз', 'во', 'об', 'вы', 'из', 'от', 'по', 'пре', 'раз', 'с']"
мысл_PRTF,"['о', 'бес', 'с', 'пере', 'до', 'за']"
туман_NOUN,[]
обнаруж_NOUN,[]
отъемл_ADJF,['не']
горнич_NOUN,[]
фраки_NOUN,[]
шин_INFN,['о']
форвард_NOUN,[]
асимптот_ADJF,[]
ярем_NOUN,[]
окорок_ADJF,[]
конвой_ADJF,['под']
пфенниг_NOUN,[]
обескураж_PRTF,[]
устран_INFN,[]
барыш_INFN,[]
симпозиум_NOUN,[]
суб_NOUN,[]
номинал_NOUN,[]
калым_NOUN,[]
сарпинк_ADJF,[]
ферлакур_INFN,[]
кано_NOUN,[]
дивизи_NOUN,[]
ремень_NOUN,[]
гардемарин_ADJF,[]
бифштекс_NOUN,[]
киноварь_NOUN,[]
террас_PRTF,[]
цук_NOUN,[]
осм_ADJF,[]
ерунд_INFN,[]
канцлер_ADJF,[]
полно_NOUN,[]
алкал_ADJF,['без']
ла_ADJF,[]
слепень_NOUN,[]
юрк_NOUN,[]
енот_NOUN,[]
шик_NOUN,[]
брей_NOUN,[]
флюид_ADJF,[]
бригад_ADJF,"['меж', 'у', 'внутри', 'по']"
суспенз_INFN,[]
обуя_PRTF,[]
хо_PRTF,[]
гунтер_NOUN,[]
хламид_NOUN,[]
матриарх_ADJF,[]
аббреви_NOUN,[]
вазелин_ADJF,[]
чучель_ADJF,[]
фламинг_ADJF,[]
архипелаг_NOUN,[]
лонж_NOUN,[]
елизавет_ADJF,[]
мотор_INFN,[]
памфлет_ADJF,[]
иев_ADJF,[]
бандероль_ADJF,[]
посет_INFN,[]
ультрамарин_NOUN,[]
трактор_PRTF,[]
отдох_NOUN,[]
планид_NOUN,[]
бизон_NOUN,[]
узуальн_ADJF,[]
сравн_ADVB,[]
известн_NOUN,[]
фанариот_NOUN,[]
септ_ADJF,['анти']
буф_NOUN,[]
замеч_INFN,[]
кузьк_NOUN,[]
щиповк_NOUN,[]
плексиглас_ADJF,[]
жева_NOUN,[]
гипюр_ADJF,[]
конч_ADJF,"['не', 'с', 'о', 'за']"
форс_PRTF,[]
о_INFN,[]
непременн_ADJF,[]
генет_ADJF,[]
вообраз_INFN,[]
чь_ADVB,"['в', 'ни']"
кильк_NOUN,[]
мег_NOUN,[]
плута_INFN,['за']
диспетчер_ADJF,[]
лом_COMP,[]
адвокат_INFN,[]
бразиль_NOUN,[]
нобил_NOUN,[]
обуз_NOUN,[]
умл_NOUN,"['в', 'раз', 'из', 'у']"
крамоль_NOUN,[]
канв_ADJF,[]
парти_NOUN,[]
обуш_NOUN,[]
остов_NOUN,[]
дощ_ADJF,[]
эксперт_NOUN,[]
скважин_NOUN,[]
мускул_ADJF,[]
мерк_ADJF,"['не', 'с']"
отряд_ADJS,['по']
тарантул_NOUN,[]
тушканчик_NOUN,[]
берейтор_ADJF,[]
метк_ADJF,[]
маюскуль_ADJF,[]
белорус_ADVB,['по']
миним_INFN,[]
кречет_ADJS,[]
ремит_PRTF,[]
вензел_NOUN,[]
катакомб_ADJF,[]
осторожн_INFN,[]
тыкв_ADJF,[]
штык_INFN,[]
петит_NOUN,[]
манифест_INFN,[]
прячь_VERB,['со']
камб_NOUN,[]
генеалог_ADJF,[]
вольтерь_NOUN,[]
медиеваль_NOUN,[]
корабель_ADJF,[]
лимузин_NOUN,[]
благовол_NOUN,[]
дзюдо_NOUN,[]
граноч_ADJF,['без']
анакреонт_ADJF,[]
рыч_NOUN,[]
лопуш_ADJF,[]
курдюч_ADJF,[]
хетт_NOUN,[]
запрет_ADJF,['без']
гонорар_NOUN,[]
таращ_PRTF,['вы']
хобот_ADJF,[]
изм_NOUN,['де']
но_ADJF,[]
рефракт_ADJF,[]
пемз_ADJF,[]
ворван_ADJF,[]
вотяк_NOUN,[]
дедерон_NOUN,[]
беллетрист_NOUN,[]
алин_ADJF,[]
архар_NOUN,[]
параллакт_ADJF,[]
пеницилл_NOUN,[]
ыстори_NOUN,['пред']
карагач_ADJF,[]
коряг_NOUN,[]
гогоч_PRTF,[]
катамаран_NOUN,[]
дуг_NOUN,[]
ажгон_NOUN,[]
закорюк_NOUN,[]
оборот_ADVB,['в']
гусл_NOUN,[]
анестет_ADJF,[]
коопт_PRTF,[]
волдырь_NOUN,[]
тот_ADJF,[]
ремесл_NOUN,[]
форсунк_NOUN,[]
тьм_ADJF,[]
марель_NOUN,[]
пил_PRTS,['пере']
неж_ADJF,['из']
клохт_NOUN,[]
севрюж_ADJF,[]
дебют_ADJF,[]
экумен_NOUN,[]
соглаш_PRTF,[]
кляп_NOUN,[]
душ_ADVB,"['по', 'без', 'во', 'о', 'за', 'при']"
ессей_NOUN,[]
перилл_NOUN,[]
алыч_NOUN,[]
бастурм_NOUN,[]
мохер_NOUN,[]
акцепт_ADJF,[]
куколь_NOUN,[]
книж_ADJF,[]
часовен_NOUN,[]
сия_ADJF,[]
пассив_INFN,[]
пук_NOUN,[]
шпор_PRTF,['при']
концентр_ADJF,[]
вопль_NOUN,[]
презр_INFN,[]
далбл_NOUN,"['в', 'вы', 'про']"
кортеж_ADJF,[]
мочеч_ADJF,[]
обычай_NOUN,[]
тенденци_NOUN,[]
интернат_ADJF,[]
рефул_INFN,[]
манатк_NOUN,[]
перлон_ADJF,[]
консерв_NOUN,['рас']
кислород_INFN,"['о', 'бес']"
тут_NOUN,[]
элеватор_ADJF,[]
латынь_NOUN,[]
фернамбук_ADJF,[]
обруч_INFN,[]
арен_NOUN,[]
челк_NOUN,[]
ростбиф_NOUN,[]
восприним_NOUN,[]
синдх_ADJF,[]
мяу_NOUN,[]
шерп_NOUN,[]
реформ_PRTF,[]
тунец_NOUN,[]
спасиб_NOUN,[]
избавл_INFN,[]
крем_INFN,[]
крен_PRTF,['на']
отча_PRTF,[]
ядрен_INFN,[]
нулл_NOUN,[]
физиократ_ADJF,[]
гел_ADJF,[]
рецит_NOUN,[]
маляр_ADJF,[]
синдх_NOUN,[]
профил_ADJF,['не']
кулебяк_NOUN,[]
мерехлюнди_NOUN,[]
потчева_PRTF,['у']
кримплен_ADJF,[]
эласт_NOUN,[]
спекуль_INFN,[]
эпос_NOUN,[]
точеч_NOUN,[]
квасц_INFN,[]
бомонд_NOUN,[]
автохтон_ADJF,[]
левиафан_NOUN,[]
мухояр_ADJF,[]
ущербл_PRTF,[]
конур_NOUN,[]
утоп_ADJF,[]
чарт_ADJF,[]
ватаж_ADJF,[]
порож_NOUN,[]
ляци_ADJF,['изо']
дана_NOUN,[]
адъектив_PRTF,[]
доступ_NOUN,[]
хлебь_NOUN,['бес']
трест_INFN,[]
адренал_NOUN,[]
халв_ADJF,[]
утол_PRTF,[]
паралит_NOUN,[]
фертильн_NOUN,[]
миним_NOUN,[]
смур_ADJF,[]
хин_ADJF,[]
мирабель_NOUN,[]
маркшейдер_ADJF,[]
календ_NOUN,[]
свещ_INFN,"['о', 'про']"
спазм_ADJF,[]
чембур_NOUN,[]
флеб_NOUN,[]
дерз_NOUN,[]
приемл_ADJF,[]
дипломат_ADJF,[]
апокриф_NOUN,[]
относительн_PREP,[]
стрекоз_NOUN,[]
лили_NOUN,[]
этн_ADJF,[]
жонгл_NOUN,[]
мочаж_NOUN,[]
гард_ADJF,[]
пур_ADJF,[]
барсук_NOUN,[]
попуга_ADJF,[]
маузер_NOUN,[]
овц_NOUN,[]
оди_NOUN,[]
одуль_ADJF,[]
эполет_NOUN,[]
триумвир_NOUN,[]
стимул_ADJF,[]
клет_ADJF,['меж']
эшелон_ADJF,[]
трощ_NOUN,[]
горец_NOUN,[]
молаж_NOUN,['о']
пясть_NOUN,['пред']
ыюнь_NOUN,['пред']
пренебрег_PRTF,[]
пиан_ADJF,[]
волч_ADJF,[]
геркулес_ADJF,[]
кабельтов_ADJS,[]
рефрен_NOUN,[]
хмель_ADJS,[]
терп_PRTF,"['пре', 'вы', 'пере']"
сдоб_ADJF,[]
щекот_ADJF,[]
триад_NOUN,[]
скан_PRTF,[]
озор_ADJF,[]
доминик_NOUN,[]
тальк_ADJF,[]
доз_INFN,[]
лимон_PRTF,['с']
пророч_PRTF,['на']
клешн_NOUN,[]
трутн_ADJF,[]
прыж_ADJF,[]
клест_ADJF,[]
ларинг_NOUN,[]
крым_NOUN,[]
ирланд_ADJF,[]
фалл_ADJF,[]
инстанци_NOUN,[]
венч_INFN,"['у', 'об', 'по', 'раз']"
кокос_NOUN,[]
дизель_NOUN,[]
куплет_NOUN,[]
чел_NOUN,[]
щер_PRTF,['о']
фонд_INFN,[]
параметр_ADJF,[]
кайл_INFN,[]
стиракс_ADJF,[]
таран_ADJF,[]
плутон_ADJF,[]
гиацинт_NOUN,[]
лакмус_ADJF,[]
хитон_NOUN,[]
восторг_INFN,[]
полип_NOUN,[]
маклач_NOUN,[]
мущ_NOUN,"['с', 'воз']"
флагман_ADJF,[]
бушлат_NOUN,[]
харатей_ADJF,[]
антенн_NOUN,[]
обоня_NOUN,[]
ностальги_NOUN,[]
эпат_INFN,[]
втуз_NOUN,[]
кефаль_ADJF,[]
черевик_NOUN,[]
петель_NOUN,[]
буж_INFN,[]
юл_NOUN,[]
номин_ADJF,['де']
бести_NOUN,['архи']
аджик_NOUN,[]
круг_PREP,['во']
лун_INFN,['при']
коринк_NOUN,[]
игр_PRTF,"['вы', 'до', 'за', 'на', 'пере', 'по', 'про']"
чуж_ADVB,['в']
левретк_NOUN,[]
морков_ADJF,[]
едий_ADJF,[]
тарабан_INFN,[]
маскулин_NOUN,[]
троф_INFN,['гипер']
суфл_INFN,[]
фиц_ADJF,[]
шафран_NOUN,[]
мышь_NOUN,[]
удэгей_ADJF,[]
байц_ADJF,[]
толк_VERB,['пере']
скаут_NOUN,[]
капитул_ADJF,[]
люлеч_NOUN,[]
токсик_ADJF,[]
крут_ADJS,[]
шугай_NOUN,[]
кутерьм_NOUN,[]
сатин_INFN,[]
терз_PRTF,"['ис', 'рас']"
пленэр_ADJF,[]
эвфем_NOUN,[]
промысл_INFN,[]
сентиментальн_NOUN,[]
порядоч_ADJF,"['не', 'у', 'бес']"
дул_VERB,[]
факель_NOUN,[]
каданс_INFN,[]
слепл_INFN,"['за', 'о']"
дифференц_PRTF,[]
грусть_NOUN,[]
сифилис_NOUN,[]
филигрань_NOUN,[]
осведомл_NOUN,[]
украин_ADVB,['по']
зим_ADVB,[]
вассаль_ADJF,[]
фанфар_ADJF,[]
опек_INFN,[]
брезж_ADJF,[]
митинг_INFN,[]
прыж_ADVB,"['в', 'при']"
эстамп_NOUN,[]
шворень_NOUN,[]
отец_NOUN,['пра']
суфл_NOUN,[]
професс_ADJF,[]
лангуст_NOUN,[]
солдат_ADVB,['по']
кайзер_ADJF,[]
стихий_NOUN,[]
бокс_INFN,[]
диффуз_ADJF,[]
авиа_NOUN,[]
томас_ADJF,[]
ревмат_ADJF,[]
экстрем_NOUN,[]
крюшон_NOUN,[]
ордер_ADJF,[]
митр_NOUN,[]
кантилен_ADJF,[]
клад_ADVB,"['на', 'в']"
прядь_NOUN,[]
волк_NOUN,[]
разъя_PRTF,[]
амбулатори_NOUN,[]
кобел_ADJF,[]
камфор_ADJF,[]
чель_NOUN,['о']
уругвай_ADJF,[]
слащ_COMP,['по']
протекц_NOUN,['сверх']
пререка_NOUN,[]
глянец_NOUN,[]
говяж_ADJF,[]
почк_INFN,['от']
чаль_ADJF,['при']
портьер_NOUN,[]
бисмут_VERB,[]
томош_INFN,[]
раствор_PRTF,[]
доллар_ADJF,[]
трю_NOUN,[]
шеллак_ADJF,[]
дошл_ADJF,[]
ковриж_NOUN,[]
мотор_PRTF,[]
ельн_ADJF,[]
дебет_ADJF,[]
буд_INFN,"['воз', 'до', 'пере', 'по', 'про', 'раз']"
нейлон_NOUN,[]
богар_NOUN,[]
дроссель_NOUN,[]
бернштейн_NOUN,[]
каустик_NOUN,[]
опт_INFN,[]
порточ_NOUN,[]
мусор_PRTF,['за']
герман_PRTF,[]
мирр_ADJF,[]
аорист_NOUN,[]
ны_NOUN,[]
эпикурей_NOUN,[]
облав_ADJF,[]
консенсус_NOUN,[]
целуй_NOUN,['по']
мамонт_ADJF,[]
федер_ADJF,[]
избавл_PRTF,[]
трупп_NOUN,[]
околоток_NOUN,[]
пазух_NOUN,[]
фисташк_NOUN,[]
очевидн_NOUN,[]
бандероль_NOUN,[]
плюгав_NOUN,[]
прелож_NOUN,[]
номер_ADJF,[]
манжет_ADJF,[]
кизяк_ADJF,[]
академ_NOUN,[]
сбы_PRTF,[]
айрол_NOUN,[]
когот_NOUN,[]
адъектив_INFN,[]
полон_PRTF,['за']
тисн_NOUN,['вы']
июнь_NOUN,[]
возмещ_PRTF,[]
розмарин_ADJF,[]
трансмисси_ADJF,[]
утил_INFN,[]
мастурб_INFN,[]
суфраж_NOUN,[]
птих_NOUN,[]
трощ_PRTF,['с']
координат_NOUN,[]
ноктюрн_NOUN,[]
кар_PRTF,"['по', 'на']"
бонапарт_ADJF,[]
гиббон_NOUN,[]
кунсткамер_NOUN,[]
тысяц_NOUN,[]
сусек_NOUN,[]
бронх_ADJF,[]
кустарь_NOUN,[]
импорт_ADJF,['ре']
генерал_INFN,[]
конфирм_PRTF,[]
хар_INFN,[]
препят_INFN,['вос']
амиант_ADJF,[]
литов_ADJF,[]
пон_ADJF,[]
лил_ADJF,[]
евь_NOUN,[]
монополь_NOUN,[]
госпиталь_ADJF,[]
булан_ADJF,[]
карапуз_NOUN,[]
мизгирь_NOUN,[]
подпа_PRTF,[]
брезг_ADJF,[]
сажень_NOUN,[]
лямз_INFN,['с']
мениск_NOUN,[]
кубарь_NOUN,[]
депутат_ADJF,[]
сверж_ADJF,[]
ростр_NOUN,[]
горк_PRTF,[]
рж_PRTF,"['пере', 'про']"
четверг_ADJF,[]
клаж_NOUN,['по']
ноч_ADVB,"['по', 'у']"
коррад_INFN,[]
сингаль_ADJF,[]
ибер_ADJF,[]
прекослов_INFN,[]
кумарин_NOUN,[]
петуш_NOUN,[]
лыч_NOUN,[]
ирак_ADJF,[]
плацдарм_NOUN,[]
агнози_NOUN,[]
щавель_ADJF,[]
явк_NOUN,[]
насос_NOUN,[]
киммер_ADJF,[]
скальп_NOUN,[]
самодеятельн_ADJF,[]
лапот_ADJF,[]
венгр_NOUN,[]
флегмон_NOUN,[]
коэффициент_NOUN,[]
кастр_NOUN,[]
неважн_ADJF,[]
жупан_NOUN,[]
фантом_NOUN,[]
мазуроч_ADJF,[]
пакет_ADJF,[]
неб_NOUN,[]
поташ_ADJF,[]
триод_NOUN,[]
катехиз_ADJF,[]
ковр_ADJF,[]
грузд_ADJF,[]
мрач_ADJF,"['по', 'су']"
казац_NOUN,['по']
лик_INFN,[]
шихт_NOUN,[]
просод_ADJF,[]
катабол_NOUN,[]
шварт_NOUN,[]
про_NOUN,[]
сурч_NOUN,[]
цепен_ADJF,['о']
казус_NOUN,[]
гумм_PRTF,[]
голиаф_NOUN,[]
жавел_ADJF,[]
беркли_NOUN,[]
кольт_NOUN,[]
марал_NOUN,[]
когерентн_NOUN,[]
черепич_NOUN,[]
манер_NOUN,[]
эвенк_ADJF,[]
сельдь_NOUN,[]
болонк_NOUN,[]
одеколон_ADJF,[]
ате_ADJF,['на']
шприц_INFN,[]
перец_NOUN,[]
равелин_NOUN,[]
тушеваль_ADJF,[]
булоч_ADJF,[]
гостинец_NOUN,[]
грозд_NOUN,[]
живопис_ADJF,[]
поз_INFN,[]
университет_NOUN,[]
гаж_COMP,[]
чушк_NOUN,[]
сомнамбул_ADJF,[]
стоик_NOUN,[]
вербова_PRTF,[]
бурд_NOUN,[]
трофей_NOUN,[]
бургомистр_NOUN,[]
мере_NOUN,[]
причин_NOUN,[]
лимф_NOUN,[]
тифон_NOUN,[]
гашиш_NOUN,[]
прян_NOUN,[]
экстрак_NOUN,[]
дурр_NOUN,[]
гурман_ADJF,[]
ярч_ADJF,[]
ясель_ADJF,[]
козь_ADJF,['по']
жабр_NOUN,[]
язвл_PRTF,"['изъ', 'у']"
берданк_NOUN,[]
подоплек_NOUN,[]
нег_NOUN,[]
возмезди_NOUN,[]
кортеж_NOUN,[]
сочувств_ADJF,[]
йоркшир_ADJF,[]
белендряс_NOUN,[]
тимол_NOUN,[]
серьезн_ADJF,['у']
предостав_INFN,[]
камаз_ADJF,[]
депорт_INFN,[]
изверг_NOUN,[]
дунай_ADJF,['за']
крапл_PRTF,['в']
ретив_ADJF,[]
бач_NOUN,[]
картуз_ADJF,[]
претенц_NOUN,[]
зада_NOUN,[]
коряж_VERB,[]
капраль_NOUN,[]
бешбармак_NOUN,[]
шаж_ADJF,['бес']
бинт_ADJF,[]
